PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1865,,,Chondracanthus exasperatus,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, low intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1866,,,Ulva intestinalis,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, low intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1867,,,Mastocarpus sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, low intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1868,,,Rosenvingiella sp.,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, low intertidal, epiphytic on Sargassum muticum",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1869,,,Ulva intestinalis,?,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Mid intertidal, epiphytic",,,50.13426,-125.19436999999999,,,,14-Aug-2019,bioblitz2019
1870,,,Fucus distichus,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,Dwarf,,,"Mid intertidal, on rock",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1871,,,Sarcodiothecia gaudichaudii,,BOLD,,,,,,,,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Drift,,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1872,,,Ulva fenestrata,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Mid intertidal, on rock",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1873,,,Ulva intestinalis,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Drift,,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1874,,,Ceramium gardneri,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Tidepool side-bedrock, mid intertidal",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1875,,,Gelidium coulteri,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Low intertidal on shell,,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1876,,,Neodilsea borealis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Drift,,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1877,,,Calliarthron tuberculosum,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, low/mid tidepool, with Ulva intestinalis and fleshy reds",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1878,,,Sargassum muticum,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1879,,,Pyropia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1880,,,Farlowia mollis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock",,,50.13426,-125.19436999999999,Megan Fass,,"Megan Fass, Varoon P",14-Aug-2019,bioblitz2019
1881,,,Leathesia marina,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock",,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1882,,,Calliarthron tuberculosum,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Tidepool side bedrock, mid intertidal",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1883,,,Gelidium coulteri,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock",,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1884,,,Rhodophyta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"High intertidal pool, on rock",,,50.13426,-125.19436999999999,Megan Fass,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1885,,,Leathesia marina,,BOLD,,,,,,,None,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on Sargassum muticum",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1886,,,Ulva sp.,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool, with Calliarthron tuberculosum and fleshy reds",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1887,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Tidepool side, high intertidal, epipthytic",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1888,,,Ceramium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Mid intertidal, on rock",,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1889,,,Chlorochytrium stage of Acrosiphonia,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,Inside of PTM1864,,,"Drift, inside Neodilsea borealis",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1890,,,Ulva sp.,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool, with Calliarthron tuberculosum and fleshy reds",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1891,,,Mastocarpus alaskensis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Epilithic, high intertidal",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1892,,,Prionitis sternbergii,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,,,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1893,,,Polysiphonia brodeie,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,,,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1894,,,Rhodophyta,?,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,,,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1895,,,Corallina sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid intertidal",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1896,,,Prionitis sternbergii,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1897,,,Prionitis sternbergii,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1898,,,Rhodophyta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1899,,,Ceramium pacificum,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1900,,,Ceramium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"On mussel, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1901,,,Ulva fenestrata,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rocky, tidepool, mid intertidal",,,50.13426,-125.19436999999999,Jasmine Lai,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1902,,,Gelidium sp.,?,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"High intertidal, on cobble with Neorhodomela",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1903,,,Polysiphonia hendryi var. garderni,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"HIgh intertidal, on rock",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1904,,,Calliarthron tuberculosum,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,"slender, few branches",,,"Epilithic, mid tidepool",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1905,,,Grateloupia californica,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1906,,,Polysiphonia brodeie,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Mid intertidal, on rock",,,50.13426,-125.19436999999999,Megan Fass,,"Varoon, Megan Fass",14-Aug-2019,bioblitz2019
1907,,,Ceramium pacificum,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid tidepool, with Prionitis and fleshy reds",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1908,,,Ralfsia fungiformis,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock",,,50.13426,-125.19436999999999,Varoon Pornsinsiriuk,,"Varoon, Megan Fass",14-Aug-2019,bioblitz2019
1909,,,Rhodophyta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"HIgh intertidal tidepool, on rock and mussel with Mytilus trossulus",,,50.13426,-125.19436999999999,Megan Fass,,"Varoon, Megan Fass",14-Aug-2019,bioblitz2019
1910,,,Corallina vancouveriensis,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Epilithic, mid tidepool",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1911,,,Ceramium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,High tidepool,,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1912,,,Ceramium pacificum,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Epilithic, high tidepool",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1913,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,"irregular branching, unilateral/sub-alternate",,,High tidepool,,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1914,,,Prasiola sp.,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, high interdial",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1915,,,Ceramium sp.,?,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, high/mid intertidal, with Fucus distichus",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1916,,,Leathesia marina,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid intertidal",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1917,,,Farlowia mollis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Epilithic,,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1918,,,Caldophora columbiana,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Mid intertidal,,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1919,,,Farlowia mollis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,submerged in shallow crack under water,,,"High intertidal, on rock",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1920,,,Gracilariopsis sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock, in surge channel",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1921,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on Sargassum muticum",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1922,,,Ulva fenestrata,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Epilithic, high tidepool",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1923,,,Ulva intestinalis,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, low-shore, rock wall, epiphytic with Fucus distichus, with fleshy red",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1924,,,Calliarthron sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Low intertidal, on rock, in rock pool",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1925,,,Polysiphonia pacifica var. disticus,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Mid upper intertidal, on rock",,,50.13426,-125.19436999999999,Jennifer Clark,,Jennifer Clark,14-Aug-2019,bioblitz2019
1926,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Mid/upper intertidal on Calliarthron,,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1927,,,Leathesia marina,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, low shore, growing next to rockpool with Calliarthron",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1928,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Epizoic barncle  and mussel, high tidepool",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1929,,,Gelidium sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, low shore tidepool, with Fucus distichus and red tuft",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1930,,,Ulva intestinalis,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,Epithitic on Fucus receptacles,,,"Lower mid-intertidal, with Fucus distichus",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1931,,,Gelidium coulteri,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"High intertidal, on rock",,,50.13426,-125.19436999999999,Soren Huber,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1932,,,Hildenbrandia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Cobble, high intertidal, next to tidepool",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1933,,,Blidingia minima var. minima,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, high intertidal on dry rock",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1934,,,Hildenbrandia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid intertidal",,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1935,,,Polysiphonia stricta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,Tetrasporic,,,,"Epithilic, supralittoral tidepool",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
1936,,,Rhodophyta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,Low intertidal on rock with Ulva sp.,,,50.13426,-125.19436999999999,Megan Fass,,Megan Fass,14-Aug-2019,bioblitz2019
1937,,,Scagelia occidentale,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,Low intertidal on rock with Ulva sp.,,,50.02962,-125.20237999999998,Varoon Pornsinsiriuk,,"Patrick T. Martone, Megan Fass, Varoon Pornsinsiriuk",15-Aug-2019,bioblitz2019
1938,,,Chondracanthus exasperatus,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid-low intertidal, in tidepool",,,50.13426,-125.19436999999999,Brenton Twist,Lauran Liggan,"Brenton Twist, Lauran Liggan",14-Aug-2019,bioblitz2019
1939,,,Pyropia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,High intertidal on small boulder in sand,,,50.02962,-125.20237999999998,Jennifer Clark,Brenton Twist,"Jennifer Clark, Brenton Twist",15-Aug-2019,bioblitz2019
1940,,,Bangia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,Epiphyte on Fucus attached to mid intertidal boulder,,,50.02962,-125.20237999999998,Jennifer Clark,Brenton Twist,Brenton Twist,15-Aug-2019,bioblitz2019
1941,,,Farlowia mollis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,"High intertidal pool, epilithic",,,50.02962,-125.20237999999998,Varoon Pornsinsiriuk,,Varoon Pornsinsiriuk,15-Aug-2019,bioblitz2019
1942,,,Acrosiphonia arcta,,BOLD,,,,,,,Martonelab,,,Green,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,on back of limpets,,,Low intertidal on limpet,0 m,,50.02962,-125.20237999999998,Patrick T. Martone,,Patrick T. Martone,15-Aug-2019,bioblitz2019
1943,,,Schizymenia pacifica,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,"Low intertidal, epilithic",above 0.9 m,,50.02962,-125.20237999999998,Varoon Pornsinsiriuk,,Soren Huber,15-Aug-2019,bioblitz2019
1944,,,Savoiea robusta,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,in water,,,"Low intertidal, epilithic",,,50.02962,-125.20237999999998,Soren Huber,,Soren Huber,15-Aug-2019,bioblitz2019
1945,,,Petalonia fascia,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,"Low intertidal, epilithic",0 m,,50.02962,-125.20237999999998,Patrick T. Martone,,Patrick T. Martone,15-Aug-2019,bioblitz2019
1946,,,Schizymenia pacifica,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,,,,in drift,,,50.02962,-125.20237999999998,Patrick T. Martone,,Patrick T. Martone,15-Aug-2019,bioblitz2019
1947,,,Polysiphonia paniculata,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, North of Yaculta",15-Aug-2019,,fell apart in warm collection bag,,,"Low intertidal, epilithic",0 m,,50.02962,-125.20237999999998,Patrick T. Martone,,Patrick T. Martone,15-Aug-2019,bioblitz2019
