PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1744,,,Bossiella mayae,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Just above Q0, low transect",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1745,,,Bossiella mayae,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Just above Q0, low transect",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1746,Bossiella mayae,sequence match 98% to MH630416.1,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1747,,,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1748,,,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1749,Bossiella mayae,">99% match on GenBank to Bossiella mayae (Kyra 2019); sequence failed (messy), best match 82% to lithophyllum impressum",Bossiella mayae,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1750,,,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1751,,,Bossiella mayae,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1752,Bossiella mayae,>99% match on GenBank to Bossiella mayae (Kyra 2019),Bossiella mayae,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1753,Lithophyllum sp. 1,>99% match with other PTMs labelled as L.sp.1 (Kyra 2019); sequence match 100% psba to MH630416.1,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1754,,,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1755,,,Lithophyllum sp.1,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"North Beach Bench, Hakai",17-Jun-18,,"Under Saccharina, between survey and Coralline X",,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1756,Lithothamnion phymatodeum,">99% match with other PTMs labelled as L. phymatodeum (Kyra 2019); sequence messy, sequence match 95% to Lithophylum impressum JQ917416.1",Lithothamnion phymatodeum,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"West Beach Boulders, Hakai",12 June 2018,,Collection 1 for Janot chemistry,,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1757,,,Lithothamnion phymatodeum,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"West Beach Boulders, Hakai",12 June 2018,,Collection 2 for Janot chemistry,,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1758,,,Lithothamnion phymatodeum,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"West Beach Boulders, Hakai",12 June 2018,,Collection 3 for Janot chemistry,,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1759,,,Lithothamnion phymatodeum,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"West Beach Boulders, Hakai",12 June 2018,,Collection 4 for Janot chemistry,,,Low intertidal,,,,,Patrick T. Martone,,Patrick T. Martone,,
1760,,,Soranthera ulvoidea,,None,Yes,,,,,,,,,Brown,Canada,British Columbia,"West Beach, Hakai",11 June 2018,,,,,Drift,,,,,Soren Huber,,,,
1761,,,Cryptonemia borealis,,None,,,,,,,Martonelab,,,Red,Canada,British Columbia,Mayne Island,4 May 2019,,,,,,10 m,,,,Donna Gibbs,,Patrick T. Martone,,
1762,,,Coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,"North Stirling Island, Nalau Pyropia site",19-May-2019,,,,,,8 m,,,,Kyle Hall,,Lauran Liggan,,
1763,,,Polysiphonia brodeie,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1764,,,Thin coralline crust sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,on shell,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1765,,,Thin coralline crust sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,24.6 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1766,,,Peyssonnelia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,24.6 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1767,,,Coralline crust sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,31.2 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1768,,,Polysiphonia hendryi var. garderni,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,Tetrasporic,,,,,9.0 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1769,,,Calliarthron tuberculosum,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,Fertile,,,,,9.0 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1770,,,Coralline crust sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,on limpet,9.0 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1771,,,Peyssonnelia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1772,,,crustose coralline,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1773,,,Hildenbrandia sp.,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,28-31 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1774,,,thin coralline crust sp.,,BOLD,,,,,,,Martonelab,,,Coralline,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,on shell,,,,24.6 m,,,,Lauran Liggan,,Lauran Liggan,,2019_deepblitz
1775,,,Opuntiella californica,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1776,,,Gloiocladia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1777,,,Polysiphonia pacifica,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,Tetrasporic,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1778,,,Weeksia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1779,,,Coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,on large barnacle,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1780,,,Cladophora albida,,BOLD,,,,,,,,,,Green,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,28-31 m,,,,Lauran Liggan,,Lauran Liggan,,
1781,,,red blade,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,Epizoic on hydroid,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1782,,,Hildenbrandia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Northwest wall at Meay and Kwakshua Channels,25-May-2019,,,,,,31.2 m,,,,Lauran Liggan,,Lauran Liggan,,
1783,,,Weeksia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1784,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1785,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Marrow Island,26-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1786,,,Pterothamnion plumula,,None,,,,,,,,,,Red,Canada,British Columbia,Marrow Island,26-May-2019,Cystocarpic,not enough tissue for microscopy ID,,,epiphyte on PTM1785,1785,,,,Lauran Liggan,,Lauran Liggan,,
1787,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,32 m,,,,Lauran Liggan,,Lauran Liggan,,
1788,,,Pterothamnion plumula,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,32 m,,,,Lauran Liggan,,Lauran Liggan,,
1789,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,Epizoic on bryozoan;,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1790,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1791,,,Pterothamnion plumula,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,Epizoic on decorator crab BHAK 08993,08993,,,,Lauran Liggan,,Lauran Liggan,,
1792,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1793,,,Euthora sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1794,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,,26 m,,,,Lauran Liggan,,Lauran Liggan,,
1795,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,not enough tissue for microscopy ID,,,,26 m,,,,Lauran Liggan,,Lauran Liggan,,
1796,,,Coralline crust sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1797,,,red blade,,None,,,,,,,,,,Red,Canada,British Columbia,Marrow Island,26-May-2019,,,,,Epizoic on bryozoan,10 m,,,,ZM/DVM,,Lauran Liggan,,
1798,,,Pyropia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,,,,,20-25 m,,,,ZM/DVM,,Lauran Liggan,,
1799,,,Pleonosporium squarrulosum,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1800,,,Pterothamnion plumula,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,Cystocarpic,,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1801,,,red blade,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1802,,,coralline crust sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,bumpy crust,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1803,,,coralline crust sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,smooth crust,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1804,,,red blade,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,Epizoic on tunicate,5 m,,,,ZM/DVM,,Lauran Liggan,,
1805,,,coralline crust sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1806,,,Hildenbrandia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Mouth of Kwakshua Channel,27-May-2019,,,,,,10 m,,,,ZM/DVM,,Lauran Liggan,,
1807,,,Neodilsea borealis,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1808,,,Halymenia californica,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1809,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1810,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,attached to Laminaria holdfast,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1811,,,Callophyllis sp.,,None,,,,,,,,,,Green,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1812,,,Shizymenia pacifica,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1813,,,Hymenena/Cryptopleura,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,Cystocarpic,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1814,,,Shizymenia pacifica,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1815,,,Cryptopleura sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1816,,,Cryptopleura sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1817,,,Fryeella gardneri,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1818,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,5-10 m,,,,Lauran Liggan,,Lauran Liggan,,
1819,,,Polyneura latissima,,None,,,,,,,,,,Red,Canada,British Columbia,Nalau Passage,25-May-2019,Cystocarpic,,,,,23 m,,,,Lauran Liggan,,Lauran Liggan,,
1820,,,Halymenia californica,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,25 m,,,,Lauran Liggan,,Lauran Liggan,,
1821,,,Botryocladia pseudodichotoma,,None,,,,,,,,,,Red,Canada,British Columbia,Marrow Island,26-May-2019,,,,,,18 m,,,,Lauran Liggan,,Lauran Liggan,,
1822,,,Gloiocladia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Marrow Island,26-May-2019,,,,,,24-20 m,,,,Lauran Liggan,,Lauran Liggan,,
1823,,,Gloiocladia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,24-20 m,,,,Lauran Liggan,,Lauran Liggan,,
1824,,,Halymenia californica,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,24-20 m,,,,Lauran Liggan,,Lauran Liggan,,
1825,,,Pyropia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,27-30 m,,,,Lauran Liggan,,Lauran Liggan,,
1826,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,Cystocarpic,,,,,27-30 m,,,,Lauran Liggan,,Lauran Liggan,,
1827,,,Gloiocladia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,,27-30 m,,,,Lauran Liggan,,Lauran Liggan,,
1828,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,Cystocarpic,,,,,5 m,,,,Lauran Liggan,,Lauran Liggan,,
1829,,,Membranoptera platyphylla,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,Cystocarpic,,,,,5 m,,,,Lauran Liggan,,Lauran Liggan,,
1830,,,coralline crust sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,,,,,on Barnacle,5 m,,,,Lauran Liggan,,Lauran Liggan,,
1831,,,Callophyllis sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Port Reef, Hakai Pass",28-May-2019,Cystocarpic,,,,,5 m,,,,Lauran Liggan,,Lauran Liggan,,
1832,,,Bossiella heteromorpha,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,20 m,,,,Lauran Liggan,,Lauran Liggan,,
1833,,,Acrosiphonia albida,,BOLD,,,,,,,,,,Green,Canada,British Columbia,Nalau Passage,25-May-2019,,,,,,68 m,,,,Derek Van Maanen,,Lauran Liggan,,
1834,,,Red blade,,None,,,,,,,,,,Red,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,Cystocarpic,Not enough material for microscopy ID,,,,10 m,,,,Derek Van Maanen,,Lauran Liggan,,
1835,,,coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,,,,,,10 m,,,,Derek Van Maanen,,Lauran Liggan,,
1836,,,coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,,,,,,10 m,,,,Derek Van Maanen,,Lauran Liggan,,
1837,,,coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,,,,,,10 m,,,,Derek Van Maanen,,Lauran Liggan,,
1838,,,coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,,,,,,23 m,,,,Derek Van Maanen,,Lauran Liggan,,
1839,,,Leptofauchea sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,,,,,Epizoic on byrozoan,20-25 m,,,,Derek Van Maanen,,Lauran Liggan,,
1840,,,Cryptopleura sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Whidbey Point, Fitz Hugh Sound",29-May-2019,,,,,,30 m,,,,Derek Van Maanen,,Lauran Liggan,,
1841,,,Polysiphonia senticulosa,,None,,,,,,,,,,Red,Canada,British Columbia,"Wedgeborough Point, Kwakshua Channel",27-May-2019,Tetrasporic,,,,,24-26,,,,Derek Van Maanen,,Lauran Liggan,,
1842,,,Ozophora norrisii,,None,,,,,,,,,,Red,Canada,British Columbia,"Whidbey Point, Fitz Hugh Sound",29-May-2019,,,,,,24-27,,,,Derek Van Maanen,,Lauran Liggan,,
1843,,,Coralline crust sp.,,None,,,,,,,,,,Coralline,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,32,,,,Derek Van Maanen,,Lauran Liggan,,
1844,,,Hildenbrandia sp.,,None,,,,,,,,,,Red,Canada,British Columbia,Fish Egg Inlet Pinnacle,26-May-2019,,,,,,32,,,,Derek Van Maanen,,Lauran Liggan,,
1845,,,Cryptopleura sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Whidbey Point, Fitz Hugh Sound",29-May-2019,,,,,,18,,,,Derek Van Maanen,,Lauran Liggan,,
1846,,,Derbesia marina,,BOLD,,,,,,,,,,Green,Canada,British Columbia,"Whidbey Point, Fitz Hugh Sound",29-May-2019,,,,,Epizoic on sponge,18,,,,Derek Van Maanen,,Lauran Liggan,,
1847,,,Cryptopleura sp.,,None,,,,,,,,,,Red,Canada,British Columbia,"Whidbey Point, Fitz Hugh Sound",29-May-2019,,,,,,26,,,,Derek Van Maanen,,Lauran Liggan,,
1848,,,Ahnfeltia fastigiata,,None,,,,,,,,,,Red,Canada,British Columbia,"West Beach Boulders, Hakai",01-Jun-2019,,"High intertidal zone, Q8",,,"High intertidal zone, base of boulders",,,,,Soren Huber,,Patrick T. Martone,01-Jun-2019,
1849,,,Bossiella frondifera,,BOLD,,,,,,,,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",05-Jun-2019,,Coralline X - Plot 3 exclusion,,,,,,,,Sam Starko,,Sam Starko,05-Jun-2019,
1850,,,Bossiella plumosa,,BOLD,,,,,,,,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",06-Jun-2019,,Coralline X - Plot 3 exclusion,,,,,,,,Sam Starko,,Sam Starko,05-Jun-2019,
1851,,,Hedophyllum sessile,,Martonelab,,2019-06-13,failure,,,,,,,Brown,Canada,British Columbia,"Hakai, North Beach Bench",05-Jun-2019,,To left of CorallineX if facing water,,,"Lower mid to high low intertidal, not in water at low tide",,,,,Soren Huber,,Soren Huber,05-Jun-2019,
1852,,,Hedophyllum sessile,,Martonelab,,2019-06-13,failure,,,,,,,Brown,Canada,British Columbia,"Hakai, North Beach Bench",05-Jun-2019,,To left of CorallineX if facing water,,,"Lower mid to high low intertidal, not in water at low tide",,,,,Soren Huber,,Soren Huber,05-June-2019,
1853,,,Mastocarpus latissimus?,,None,,,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifth Beach, Low transect, Q10",04-Jun-2019,,SLC said to press and confirm genetic ID.  Strange looking latissimus.,,,,,,,,Soren Huber,,"SLC, Soren Huber",04-June-2019,
1854,,,Corallina Sp. 1 california?,,BOLD,,,,,,,,,,Coralline,Canada,British Columbia,"Hakai, Fifth Beach, Mid transect, Q9",04-Jun-2019,,Difficult to determine.  Large compared to other Sp. 1 CA in viciniy.,,,"Mid intertidal, shallow tide pool, partially shaded by rock & Phyllospadix",,,,,Soren Huber,,"Soren Huber, Patrick T. Martone",04-June-2019,
1855,,,Bossiella hakaiensis?,,BOLD,,,,,,,,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench, CorallineX, Q5c",06-Jun-2019,,"Coralline X-Plot 5C, not sure if hakaiensis or reptans",,,,,,,,Soren Huber,,"Soren Huber, Patrick T. Martone",06-Jun-2019,
1856,,,Bossiella manzae? (reptans?),,BOLD,,,,,,,,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench, Coralline X, Q2c",06-Jun-2019,,"Coralline X-Plot 2C, not sure if manzae or reptans",,,,,,,,Soren Huber,,"Soren Huber, Patrick T. Martone",06-Jun-2019,
1857,,,Bossiella sp.,,Martonelab,,2019-08-13,failure,,,,Martonelab,,,Coralline,United States,Alaska,Sitka,,,"Collected subtidally by Diana Stellar, Type locality of Calliarthron tuberculosum, identical to extraction by P. Gabrielson",,,,,,,,,,,,priority
1858,,,Prionitis sternbergii,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Bedrock, mid intertidal tidepool",,,50.13426,-125.19436999999999,Jennifer Clark,Tyrell Forese,Jennifer Clark,14-Aug-2019,bioblitz2019
1859,,,Fucus spiralis,?,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,Drift,,,50.13426,-125.19436999999999,Soren Huber,,Soren Huber,14-Aug-2019,bioblitz2019
1860,,,Chondracanthus exasperatus,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,Sporophyte,,,,"Rocky, low intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1861,,,Neodilsea borealis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Pebbles, low intertidal",,,50.13426,-125.19436999999999,Alana Breitkreutz,,"Alana Breitkreutz, Jasmine Lai",14-Aug-2019,bioblitz2019
1862,,,Chondracanthus exasperatus,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Rock, subtidal",,,50.13426,-125.19436999999999,Megan Fass,,"Megan Fass, Varoon P",14-Aug-2019,bioblitz2019
1863,,,Sargassum muticum,,BOLD,,,,,,,Martonelab,,,Brown,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"subtidal,on rock",,,50.13426,-125.19436999999999,Varoon  Pornsinsiriruk,,"Varoon Pornsinsiriruk, Megan Fass",14-Aug-2019,bioblitz2019
1864,,,Neodilsea borealis,,BOLD,,,,,,,Martonelab,,,Red,Canada,British Columbia,"Quadra Island, Open Bay, Mould's Bay",14-Aug-2019,,,,,"Drift, with green endophyte",,,50.13426,-125.19436999999999,Patrick T. Martone,,Patrick T. Martone,14-Aug-2019,bioblitz2019
